Team_Name,Player_Name,Player_No,espn_url,Position,Age,Height,Weight,College,Salary,espn_id,espn_headshot
Atlanta Hawks,Saddiq Bey,41,https://www.espn.com/nba/player/_/id/4397136/saddiq-bey,SF,24,"6' 7""",215 lbs,Villanova,$4_556_983,4397136,https://a.espncdn.com/i/headshots/nba/players/full/4397136.png
Atlanta Hawks,Bogdan Bogdanovic,13,https://www.espn.com/nba/player/_/id/3037789/bogdan-bogdanovic,SG,31,"6' 5""",225 lbs,--,$18_700_000,3037789,https://a.espncdn.com/i/headshots/nba/players/full/3037789.png
Atlanta Hawks,Kobe Bufkin,4,https://www.espn.com/nba/player/_/id/4683736/kobe-bufkin,G,20,"6' 5""",195 lbs,Michigan,$4_094_280,4683736,https://a.espncdn.com/i/headshots/nba/players/full/4683736.png
Atlanta Hawks,Clint Capela,15,https://www.espn.com/nba/player/_/id/3102529/clint-capela,C,29,"6' 10""",256 lbs,--,$20_616_000,3102529,https://a.espncdn.com/i/headshots/nba/players/full/3102529.png
Atlanta Hawks,Bruno Fernando,24,https://www.espn.com/nba/player/_/id/4277952/bruno-fernando,PF,25,"6' 9""",240 lbs,Maryland,$2_581_522,4277952,https://a.espncdn.com/i/headshots/nba/players/full/4277952.png
Atlanta Hawks,Trent Forrest,2,https://www.espn.com/nba/player/_/id/4065656/trent-forrest,G,25,"6' 4""",210 lbs,Florida State,$553_151,4065656,https://a.espncdn.com/i/headshots/nba/players/full/4065656.png
Atlanta Hawks,AJ Griffin,14,https://www.espn.com/nba/player/_/id/4432585/aj-griffin,F,20,"6' 6""",220 lbs,Duke,$3_712_920,4432585,https://a.espncdn.com/i/headshots/nba/players/full/4432585.png
Atlanta Hawks,Mouhamed Gueye,18,https://www.espn.com/nba/player/_/id/4712863/mouhamed-gueye,F,21,"6' 10""",210 lbs,Washington State,$1_119_563,4712863,https://a.espncdn.com/i/headshots/nba/players/full/4712863.png
Atlanta Hawks,De'Andre Hunter,12,https://www.espn.com/nba/player/_/id/4065732/deandre-hunter,SF,26,"6' 8""",221 lbs,Virginia,$20_089_286,4065732,https://a.espncdn.com/i/headshots/nba/players/full/4065732.png
Atlanta Hawks,Jalen Johnson,1,https://www.espn.com/nba/player/_/id/4701230/jalen-johnson,SF,22,"6' 8""",219 lbs,Duke,$2_925_360,4701230,https://a.espncdn.com/i/headshots/nba/players/full/4701230.png
Atlanta Hawks,Vit Krejci,27,https://www.espn.com/nba/player/_/id/4578893/vit-krejci,G,23,"6' 8""",195 lbs,--,--,4578893,https://a.espncdn.com/i/headshots/nba/players/full/4578893.png
Atlanta Hawks,Seth Lundy,3,https://www.espn.com/nba/player/_/id/4431775/seth-lundy,G,23,"6' 4""",220 lbs,Penn State,--,4431775,https://a.espncdn.com/i/headshots/nba/players/full/4431775.png
Atlanta Hawks,Garrison Mathews,25,https://www.espn.com/nba/player/_/id/3913180/garrison-mathews,SG,27,"6' 6""",215 lbs,Lipscomb,$2_000_000,3913180,https://a.espncdn.com/i/headshots/nba/players/full/3913180.png
Atlanta Hawks,Wesley Matthews,32,https://www.espn.com/nba/player/_/id/4032/wesley-matthews,SG,37,"6' 5""",220 lbs,Marquette,$2_019_706,4032,https://a.espncdn.com/i/headshots/nba/players/full/4032.png
Atlanta Hawks,Dejounte Murray,5,https://www.espn.com/nba/player/_/id/3907497/dejounte-murray,SG,27,"6' 5""",180 lbs,Washington,$18_214_000,3907497,https://a.espncdn.com/i/headshots/nba/players/full/3907497.png
Atlanta Hawks,Onyeka Okongwu,17,https://www.espn.com/nba/player/_/id/4431680/onyeka-okongwu,PF,23,"6' 10""",240 lbs,USC,$8_109_063,4431680,https://a.espncdn.com/i/headshots/nba/players/full/4431680.png
Atlanta Hawks,Dylan Windler,20,https://www.espn.com/nba/player/_/id/3906786/dylan-windler,G,27,"6' 7""",196 lbs,Belmont,--,3906786,https://a.espncdn.com/i/headshots/nba/players/full/3906786.png
Boston Celtics,Oshae Brissett,12,https://www.espn.com/nba/player/_/id/4278031/oshae-brissett,SF,25,"6' 7""",210 lbs,Syracuse,$2_165_000,4278031.0,https://a.espncdn.com/i/headshots/nba/players/full/4278031.png
Boston Celtics,Jaylen Brown,7,https://www.espn.com/nba/player/_/id/3917376/jaylen-brown,SG,27,"6' 6""",223 lbs,California,$31_830_357,3917376.0,https://a.espncdn.com/i/headshots/nba/players/full/3917376.png
Boston Celtics,JD Davison,20,https://www.espn.com/nba/player/_/id/4576085/jd-davison,SG,21,"6' 1""",195 lbs,Alabama,--,4576085.0,https://a.espncdn.com/i/headshots/nba/players/full/4576085.png
Boston Celtics,Sam Hauser,30,https://www.espn.com/nba/player/_/id/4065804/sam-hauser,SF,26,"6' 7""",217 lbs,Virginia,$1_927_896,4065804.0,https://a.espncdn.com/i/headshots/nba/players/full/4065804.png
Boston Celtics,Jrue Holiday,4,https://www.espn.com/nba/player/_/id/3995/jrue-holiday,PG,33,"6' 4""",205 lbs,UCLA,$36_861_707,3995.0,https://a.espncdn.com/i/headshots/nba/players/full/3995.png
Boston Celtics,Al Horford,42,https://www.espn.com/nba/player/_/id/3213/al-horford,C,37,"6' 9""",240 lbs,Florida,$10_000_000,3213.0,https://a.espncdn.com/i/headshots/nba/players/full/3213.png
Boston Celtics,Luke Kornet,40,https://www.espn.com/nba/player/_/id/3064560/luke-kornet,C,28,"7' 1""",250 lbs,Vanderbilt,$2_413_304,3064560.0,https://a.espncdn.com/i/headshots/nba/players/full/3064560.png
Boston Celtics,Svi Mykhailiuk,50,https://www.espn.com/nba/player/_/id/3133602/svi-mykhailiuk,SG,26,"6' 7""",205 lbs,Kansas,$2_019_706,3133602.0,https://a.espncdn.com/i/headshots/nba/players/full/3133602.png
Boston Celtics,Drew Peterson,13,https://www.espn.com/nba/player/_/id/4397689/drew-peterson,F,24,"6' 9""",205 lbs,USC,--,,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146
Boston Celtics,Kristaps Porzingis,8,https://www.espn.com/nba/player/_/id/3102531/kristaps-porzingis,C,28,"7' 2""",240 lbs,--,$36_016_200,3102531.0,https://a.espncdn.com/i/headshots/nba/players/full/3102531.png
Boston Celtics,Payton Pritchard,11,https://www.espn.com/nba/player/_/id/4066354/payton-pritchard,PG,26,"6' 1""",195 lbs,Oregon,$4_037_278,4066354.0,https://a.espncdn.com/i/headshots/nba/players/full/4066354.png
Boston Celtics,Neemias Queta,88,https://www.espn.com/nba/player/_/id/4397424/neemias-queta,C,24,"7' 0""",248 lbs,Utah State,--,4397424.0,https://a.espncdn.com/i/headshots/nba/players/full/4397424.png
Boston Celtics,Jaden Springer,44,https://www.espn.com/nba/player/_/id/4432164/jaden-springer,G,21,"6' 4""",202 lbs,Tennessee,$2_226_240,4432164.0,https://a.espncdn.com/i/headshots/nba/players/full/4432164.png
Boston Celtics,Jayson Tatum,0,https://www.espn.com/nba/player/_/id/4065648/jayson-tatum,SF,26,"6' 8""",210 lbs,Duke,$32_600_060,4065648.0,https://a.espncdn.com/i/headshots/nba/players/full/4065648.png
Boston Celtics,Xavier Tillman,26,https://www.espn.com/nba/player/_/id/4277964/xavier-tillman,F,25,"6' 7""",245 lbs,Michigan State,$1_930_681,4277964.0,https://a.espncdn.com/i/headshots/nba/players/full/4277964.png
Boston Celtics,Jordan Walsh,27,https://www.espn.com/nba/player/_/id/4683689/jordan-walsh,G,20,"6' 6""",205 lbs,Arkansas,$1_119_563,4683689.0,https://a.espncdn.com/i/headshots/nba/players/full/4683689.png
Brooklyn Nets,Keita Bates-Diop,13,https://www.espn.com/nba/player/_/id/3136779/keita-bates-diop,SF,28,"6' 8""",229 lbs,Ohio State,$2_364_614,3136779,https://a.espncdn.com/i/headshots/nba/players/full/3136779.png
Brooklyn Nets,Mikal Bridges,1,https://www.espn.com/nba/player/_/id/3147657/mikal-bridges,SF,27,"6' 6""",209 lbs,Villanova,$21_700_000,3147657,https://a.espncdn.com/i/headshots/nba/players/full/3147657.png
Brooklyn Nets,Nic Claxton,33,https://www.espn.com/nba/player/_/id/4278067/nic-claxton,C,24,"6' 11""",215 lbs,Georgia,$9_625_000,4278067,https://a.espncdn.com/i/headshots/nba/players/full/4278067.png
Brooklyn Nets,Noah Clowney,21,https://www.espn.com/nba/player/_/id/4712896/noah-clowney,F,19,"6' 9""",210 lbs,Alabama,$3_089_520,4712896,https://a.espncdn.com/i/headshots/nba/players/full/4712896.png
Brooklyn Nets,Dorian Finney-Smith,28,https://www.espn.com/nba/player/_/id/2578185/dorian-finney-smith,PF,30,"6' 7""",220 lbs,Florida,$13_932_008,2578185,https://a.espncdn.com/i/headshots/nba/players/full/2578185.png
Brooklyn Nets,Jacob Gilyard,14,https://www.espn.com/nba/player/_/id/4278378/jacob-gilyard,G,25,"5' 8""",160 lbs,Richmond,--,4278378,https://a.espncdn.com/i/headshots/nba/players/full/4278378.png
Brooklyn Nets,Cameron Johnson,2,https://www.espn.com/nba/player/_/id/3138196/cameron-johnson,SF,28,"6' 8""",210 lbs,North Carolina,$25_679_348,3138196,https://a.espncdn.com/i/headshots/nba/players/full/3138196.png
Brooklyn Nets,Keon Johnson,45,https://www.espn.com/nba/player/_/id/4432192/keon-johnson,G,22,"6' 5""",185 lbs,Tennessee,$2_808_720,4432192,https://a.espncdn.com/i/headshots/nba/players/full/4432192.png
Brooklyn Nets,Jaylen Martin,16,https://www.espn.com/nba/player/_/id/5149711/jaylen-martin,G,20,"6' 6""",216 lbs,--,--,5149711,https://a.espncdn.com/i/headshots/nba/players/full/5149711.png
Brooklyn Nets,Dennis Schroder,17,https://www.espn.com/nba/player/_/id/3032979/dennis-schroder,PG,30,"6' 1""",175 lbs,--,$12_405_000,3032979,https://a.espncdn.com/i/headshots/nba/players/full/3032979.png
Brooklyn Nets,Day'Ron Sharpe,20,https://www.espn.com/nba/player/_/id/4432194/dayron-sharpe,C,22,"6' 9""",265 lbs,North Carolina,$2_210_040,4432194,https://a.espncdn.com/i/headshots/nba/players/full/4432194.png
Brooklyn Nets,Ben Simmons,10,https://www.espn.com/nba/player/_/id/3907387/ben-simmons,PG,27,"6' 10""",240 lbs,LSU,$37_893_408,3907387,https://a.espncdn.com/i/headshots/nba/players/full/3907387.png
Brooklyn Nets,Dennis Smith Jr.,4,https://www.espn.com/nba/player/_/id/4065697/dennis-smith-jr,PG,26,"6' 3""",205 lbs,NC State,$2_019_706,4065697,https://a.espncdn.com/i/headshots/nba/players/full/4065697.png
Brooklyn Nets,Cam Thomas,24,https://www.espn.com/nba/player/_/id/4432174/cam-thomas,SG,22,"6' 3""",210 lbs,LSU,$2_240_160,4432174,https://a.espncdn.com/i/headshots/nba/players/full/4432174.png
Brooklyn Nets,Lonnie Walker IV,8,https://www.espn.com/nba/player/_/id/4277890/lonnie-walker-iv,G,25,"6' 4""",204 lbs,Miami,$2_019_706,4277890,https://a.espncdn.com/i/headshots/nba/players/full/4277890.png
Brooklyn Nets,Trendon Watford,9,https://www.espn.com/nba/player/_/id/4431675/trendon-watford,PF,23,"6' 8""",237 lbs,LSU,$2_019_706,4431675,https://a.espncdn.com/i/headshots/nba/players/full/4431675.png
Brooklyn Nets,Dariq Whitehead,0,https://www.espn.com/nba/player/_/id/4432735/dariq-whitehead,F,19,"6' 6""",220 lbs,Duke,$2_966_040,4432735,https://a.espncdn.com/i/headshots/nba/players/full/4432735.png
Charlotte Hornets,Amari Bailey,10,https://www.espn.com/nba/player/_/id/5105638/amari-bailey,G,20,"6' 3""",185 lbs,UCLA,--,5105638,https://a.espncdn.com/i/headshots/nba/players/full/5105638.png
Charlotte Hornets,LaMelo Ball,1,https://www.espn.com/nba/player/_/id/4432816/lamelo-ball,PG,22,"6' 7""",180 lbs,--,$10_900_635,4432816,https://a.espncdn.com/i/headshots/nba/players/full/4432816.png
Charlotte Hornets,Davis Bertans,9,https://www.espn.com/nba/player/_/id/6426/davis-bertans,SF,31,"6' 10""",225 lbs,--,$17_000_000,6426,https://a.espncdn.com/i/headshots/nba/players/full/6426.png
Charlotte Hornets,Leaky Black,12,https://www.espn.com/nba/player/_/id/4395650/leaky-black,F,24,"6' 6""",209 lbs,North Carolina,--,4395650,https://a.espncdn.com/i/headshots/nba/players/full/4395650.png
Charlotte Hornets,Marques Bolden,3,https://www.espn.com/nba/player/_/id/4065652/marques-bolden,C,25,"6' 10""",249 lbs,Duke,--,4065652,https://a.espncdn.com/i/headshots/nba/players/full/4065652.png
Charlotte Hornets,Miles Bridges,0,https://www.espn.com/nba/player/_/id/4066383/miles-bridges,SF,25,"6' 7""",225 lbs,Michigan State,$7_921_301,4066383,https://a.espncdn.com/i/headshots/nba/players/full/4066383.png
Charlotte Hornets,Seth Curry,30,https://www.espn.com/nba/player/_/id/2326307/seth-curry,SG,33,"6' 1""",185 lbs,Duke,$4_000_000,2326307,https://a.espncdn.com/i/headshots/nba/players/full/2326307.png
Charlotte Hornets,Tre Mann,23,https://www.espn.com/nba/player/_/id/4432819/tre-mann,PG,23,"6' 3""",178 lbs,Florida,$3_191_280,4432819,https://a.espncdn.com/i/headshots/nba/players/full/4432819.png
Charlotte Hornets,Cody Martin,11,https://www.espn.com/nba/player/_/id/3138161/cody-martin,SF,28,"6' 6""",205 lbs,Nevada,$7_560_000,3138161,https://a.espncdn.com/i/headshots/nba/players/full/3138161.png
Charlotte Hornets,Bryce McGowens,7,https://www.espn.com/nba/player/_/id/4576086/bryce-mcgowens,G,21,"6' 6""",175 lbs,Nebraska,$1_719_865,4576086,https://a.espncdn.com/i/headshots/nba/players/full/4576086.png
Charlotte Hornets,Vasilije Micic,29,https://www.espn.com/nba/player/_/id/3102532/vasilije-micic,G,30,"6' 3""",188 lbs,--,$7_723_000,3102532,https://a.espncdn.com/i/headshots/nba/players/full/3102532.png
Charlotte Hornets,Brandon Miller,24,https://www.espn.com/nba/player/_/id/4433287/brandon-miller,F,21,"6' 7""",200 lbs,Alabama,$10_880_400,4433287,https://a.espncdn.com/i/headshots/nba/players/full/4433287.png
Charlotte Hornets,Aleksej Pokusevski,17,https://www.espn.com/nba/player/_/id/4683018/aleksej-pokusevski,F,22,"7' 0""",210 lbs,--,$565_176,4683018,https://a.espncdn.com/i/headshots/nba/players/full/4683018.png
Charlotte Hornets,Nick Richards,4,https://www.espn.com/nba/player/_/id/4278076/nick-richards,C,26,"7' 0""",245 lbs,Kentucky,$5_000_000,4278076,https://a.espncdn.com/i/headshots/nba/players/full/4278076.png
Charlotte Hornets,Nick Smith Jr.,8,https://www.espn.com/nba/player/_/id/4683686/nick-smith-jr,G,19,"6' 2""",185 lbs,Arkansas,$2_463_960,4683686,https://a.espncdn.com/i/headshots/nba/players/full/4683686.png
Charlotte Hornets,JT Thor,21,https://www.espn.com/nba/player/_/id/4702233/jt-thor,F,21,"6' 9""",203 lbs,Auburn,$1_836_096,4702233,https://a.espncdn.com/i/headshots/nba/players/full/4702233.png
Charlotte Hornets,Grant Williams,2,https://www.espn.com/nba/player/_/id/4066218/grant-williams,PF,25,"6' 6""",236 lbs,Tennessee,$12_325_581,4066218,https://a.espncdn.com/i/headshots/nba/players/full/4066218.png
Chicago Bulls,Lonzo Ball,2,https://www.espn.com/nba/player/_/id/4066421/lonzo-ball,PG,26,"6' 6""",190 lbs,UCLA,$20_465_117,4066421.0,https://a.espncdn.com/i/headshots/nba/players/full/4066421.png
Chicago Bulls,Onuralp Bitim,17,https://www.espn.com/nba/player/_/id/4438552/onuralp-bitim,SF,24,"6' 6""",215 lbs,--,$334_582,4438552.0,https://a.espncdn.com/i/headshots/nba/players/full/4438552.png
Chicago Bulls,Jevon Carter,5,https://www.espn.com/nba/player/_/id/3133635/jevon-carter,PG,28,"6' 1""",200 lbs,West Virginia,$6_190_476,3133635.0,https://a.espncdn.com/i/headshots/nba/players/full/3133635.png
Chicago Bulls,Alex Caruso,6,https://www.espn.com/nba/player/_/id/2991350/alex-caruso,SG,30,"6' 5""",186 lbs,Texas A&M,$9_460_000,2991350.0,https://a.espncdn.com/i/headshots/nba/players/full/2991350.png
Chicago Bulls,Torrey Craig,13,https://www.espn.com/nba/player/_/id/2528693/torrey-craig,SF,33,"6' 5""",221 lbs,South Carolina Upstate,$2_528_233,2528693.0,https://a.espncdn.com/i/headshots/nba/players/full/2528693.png
Chicago Bulls,DeMar DeRozan,11,https://www.espn.com/nba/player/_/id/3978/demar-derozan,SF,34,"6' 6""",220 lbs,USC,$28_600_000,3978.0,https://a.espncdn.com/i/headshots/nba/players/full/3978.png
Chicago Bulls,Ayo Dosunmu,12,https://www.espn.com/nba/player/_/id/4397002/ayo-dosunmu,SG,24,"6' 5""",200 lbs,Illinois,$6_481_481,4397002.0,https://a.espncdn.com/i/headshots/nba/players/full/4397002.png
Chicago Bulls,Henri Drell,77,https://www.espn.com/nba/player/_/id/4423884/henri-drell,F,23,"6' 9""",220 lbs,--,--,,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146
Chicago Bulls,Andre Drummond,3,https://www.espn.com/nba/player/_/id/6585/andre-drummond,C,30,"6' 11""",279 lbs,UConn,$3_360_000,6585.0,https://a.espncdn.com/i/headshots/nba/players/full/6585.png
Chicago Bulls,Andrew Funk,30,https://www.espn.com/nba/player/_/id/4397650/andrew-funk,G,24,"6' 5""",200 lbs,Penn State,--,,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146
Chicago Bulls,Zach LaVine,8,https://www.espn.com/nba/player/_/id/3064440/zach-lavine,SG,29,"6' 5""",200 lbs,UCLA,$40_064_220,3064440.0,https://a.espncdn.com/i/headshots/nba/players/full/3064440.png
Chicago Bulls,Julian Phillips,15,https://www.espn.com/nba/player/_/id/5105553/julian-phillips,F,20,"6' 8""",198 lbs,Tennessee,$1_600_000,5105553.0,https://a.espncdn.com/i/headshots/nba/players/full/5105553.png
Chicago Bulls,Adama Sanogo,21,https://www.espn.com/nba/player/_/id/4702023/adama-sanogo,C,22,"6' 9""",245 lbs,UConn,--,4702023.0,https://a.espncdn.com/i/headshots/nba/players/full/4702023.png
Chicago Bulls,Terry Taylor,32,https://www.espn.com/nba/player/_/id/4279815/terry-taylor,F,24,"6' 4""",230 lbs,Austin Peay,$2_019_706,4279815.0,https://a.espncdn.com/i/headshots/nba/players/full/4279815.png
Chicago Bulls,Dalen Terry,25,https://www.espn.com/nba/player/_/id/4433159/dalen-terry,F,21,"6' 7""",195 lbs,Arizona,$3_350_760,4433159.0,https://a.espncdn.com/i/headshots/nba/players/full/4433159.png
Chicago Bulls,Nikola Vucevic,9,https://www.espn.com/nba/player/_/id/6478/nikola-vucevic,C,33,"6' 10""",260 lbs,USC,$18_518_519,6478.0,https://a.espncdn.com/i/headshots/nba/players/full/6478.png
Chicago Bulls,Coby White,0,https://www.espn.com/nba/player/_/id/4395651/coby-white,PG,24,"6' 5""",195 lbs,North Carolina,$11_111_111,4395651.0,https://a.espncdn.com/i/headshots/nba/players/full/4395651.png
Cleveland Cavaliers,Jarrett Allen,31,https://www.espn.com/nba/player/_/id/4066328/jarrett-allen,C,25,"6' 9""",243 lbs,Texas,$20_000_000,4066328,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png
Cleveland Cavaliers,Emoni Bates,21,https://www.espn.com/nba/player/_/id/4433620/emoni-bates,F,20,"6' 8""",170 lbs,Eastern Michigan,--,4433620,https://a.espncdn.com/i/headshots/nba/players/full/4433620.png
Cleveland Cavaliers,Sharife Cooper,0,https://www.espn.com/nba/player/_/id/4432173/sharife-cooper,G,22,"6' 1""",176 lbs,Auburn,--,4432173,https://a.espncdn.com/i/headshots/nba/players/full/4432173.png
Cleveland Cavaliers,Darius Garland,10,https://www.espn.com/nba/player/_/id/4396907/darius-garland,PG,24,"6' 1""",192 lbs,Vanderbilt,$34_005_250,4396907,https://a.espncdn.com/i/headshots/nba/players/full/4396907.png
Cleveland Cavaliers,Ty Jerome,2,https://www.espn.com/nba/player/_/id/4065733/ty-jerome,SG,26,"6' 5""",195 lbs,Virginia,$2_439_025,4065733,https://a.espncdn.com/i/headshots/nba/players/full/4065733.png
Cleveland Cavaliers,Damian Jones,30,https://www.espn.com/nba/player/_/id/3064559/damian-jones,C,28,"6' 10""",245 lbs,Vanderbilt,$2_586_665,3064559,https://a.espncdn.com/i/headshots/nba/players/full/3064559.png
Cleveland Cavaliers,Caris LeVert,3,https://www.espn.com/nba/player/_/id/2991043/caris-levert,SG,29,"6' 6""",205 lbs,Michigan,$15_384_616,2991043,https://a.espncdn.com/i/headshots/nba/players/full/2991043.png
Cleveland Cavaliers,Sam Merrill,5,https://www.espn.com/nba/player/_/id/4066757/sam-merrill,SG,27,"6' 4""",205 lbs,Utah State,$1_997_238,4066757,https://a.espncdn.com/i/headshots/nba/players/full/4066757.png
Cleveland Cavaliers,Donovan Mitchell,45,https://www.espn.com/nba/player/_/id/3908809/donovan-mitchell,SG,27,"6' 3""",215 lbs,Louisville,$33_162_030,3908809,https://a.espncdn.com/i/headshots/nba/players/full/3908809.png
Cleveland Cavaliers,Evan Mobley,4,https://www.espn.com/nba/player/_/id/4432158/evan-mobley,PF,22,"6' 11""",215 lbs,USC,$8_882_760,4432158,https://a.espncdn.com/i/headshots/nba/players/full/4432158.png
Cleveland Cavaliers,Isaiah Mobley,15,https://www.espn.com/nba/player/_/id/4432815/isaiah-mobley,F,24,"6' 8""",238 lbs,USC,--,4432815,https://a.espncdn.com/i/headshots/nba/players/full/4432815.png
Cleveland Cavaliers,Pete Nance,8,https://www.espn.com/nba/player/_/id/4397233/pete-nance,F,24,"6' 11""",230 lbs,North Carolina,--,4397233,https://a.espncdn.com/i/headshots/nba/players/full/4397233.png
Cleveland Cavaliers,Georges Niang,20,https://www.espn.com/nba/player/_/id/2990969/georges-niang,SF,30,"6' 7""",230 lbs,Iowa State,$8_800_000,2990969,https://a.espncdn.com/i/headshots/nba/players/full/2990969.png
Cleveland Cavaliers,Isaac Okoro,35,https://www.espn.com/nba/player/_/id/4432822/isaac-okoro,SF,23,"6' 5""",225 lbs,Auburn,$8_920_795,4432822,https://a.espncdn.com/i/headshots/nba/players/full/4432822.png
Cleveland Cavaliers,Craig Porter,9,https://www.espn.com/nba/player/_/id/4701233/craig-porter,G,24,"6' 1""",180 lbs,Wichita State,$1_500_000,4701233,https://a.espncdn.com/i/headshots/nba/players/full/4701233.png
Cleveland Cavaliers,Max Strus,1,https://www.espn.com/nba/player/_/id/4065778/max-strus,SG,27,"6' 5""",215 lbs,DePaul,$14_487_684,4065778,https://a.espncdn.com/i/headshots/nba/players/full/4065778.png
Cleveland Cavaliers,Tristan Thompson,13,https://www.espn.com/nba/player/_/id/6474/tristan-thompson,C,33,"6' 9""",254 lbs,Texas,$2_019_796,6474,https://a.espncdn.com/i/headshots/nba/players/full/6474.png
Dallas Mavericks,Greg Brown III,13,https://www.espn.com/nba/player/_/id/4432161/greg-brown-iii,PF,22,"6' 7""",206 lbs,Texas,--,4432161,https://a.espncdn.com/i/headshots/nba/players/full/4432161.png
Dallas Mavericks,Luka Doncic,77,https://www.espn.com/nba/player/_/id/3945274/luka-doncic,PG,25,"6' 7""",230 lbs,--,$40_064_220,3945274,https://a.espncdn.com/i/headshots/nba/players/full/3945274.png
Dallas Mavericks,Dante Exum,0,https://www.espn.com/nba/player/_/id/3102528/dante-exum,G,28,"6' 5""",214 lbs,--,$3_000_000,3102528,https://a.espncdn.com/i/headshots/nba/players/full/3102528.png
Dallas Mavericks,Alex Fudge,3,https://www.espn.com/nba/player/_/id/4896481/alex-fudge,F,20,"6' 8""",200 lbs,Florida,--,4896481,https://a.espncdn.com/i/headshots/nba/players/full/4896481.png
Dallas Mavericks,Daniel Gafford,21,https://www.espn.com/nba/player/_/id/4278049/daniel-gafford,C,25,"6' 10""",234 lbs,Arkansas,$12_402_000,4278049,https://a.espncdn.com/i/headshots/nba/players/full/4278049.png
Dallas Mavericks,Josh Green,8,https://www.espn.com/nba/player/_/id/4432811/josh-green,SG,23,"6' 5""",200 lbs,Arizona,$4_765_339,4432811,https://a.espncdn.com/i/headshots/nba/players/full/4432811.png
Dallas Mavericks,Tim Hardaway Jr.,10,https://www.espn.com/nba/player/_/id/2528210/tim-hardaway-jr,SF,32,"6' 5""",205 lbs,Michigan,$17_897_728,2528210,https://a.espncdn.com/i/headshots/nba/players/full/2528210.png
Dallas Mavericks,Jaden Hardy,1,https://www.espn.com/nba/player/_/id/4868423/jaden-hardy,G,21,"6' 3""",198 lbs,--,$1_719_864,4868423,https://a.espncdn.com/i/headshots/nba/players/full/4868423.png
Dallas Mavericks,Kyrie Irving,11,https://www.espn.com/nba/player/_/id/6442/kyrie-irving,PG,31,"6' 2""",195 lbs,Duke,$37_037_037,6442,https://a.espncdn.com/i/headshots/nba/players/full/6442.png
Dallas Mavericks,Derrick Jones Jr.,55,https://www.espn.com/nba/player/_/id/3936099/derrick-jones-jr,SF,27,"6' 6""",210 lbs,UNLV,$2_019_706,3936099,https://a.espncdn.com/i/headshots/nba/players/full/3936099.png
Dallas Mavericks,Maxi Kleber,42,https://www.espn.com/nba/player/_/id/2960236/maxi-kleber,PF,32,"6' 10""",240 lbs,--,$11_000_000,2960236,https://a.espncdn.com/i/headshots/nba/players/full/2960236.png
Dallas Mavericks,A.J. Lawson,9,https://www.espn.com/nba/player/_/id/4067017/aj-lawson,G,23,"6' 6""",179 lbs,South Carolina,$1_000_000,4067017,https://a.espncdn.com/i/headshots/nba/players/full/4067017.png
Dallas Mavericks,Dereck Lively II,2,https://www.espn.com/nba/player/_/id/4683688/dereck-lively-ii,C,20,"7' 1""",230 lbs,Duke,$4_775_640,4683688,https://a.espncdn.com/i/headshots/nba/players/full/4683688.png
Dallas Mavericks,Markieff Morris,88,https://www.espn.com/nba/player/_/id/6461/markieff-morris,PF,34,"6' 9""",245 lbs,Kansas,$2_019_706,6461,https://a.espncdn.com/i/headshots/nba/players/full/6461.png
Dallas Mavericks,Dwight Powell,7,https://www.espn.com/nba/player/_/id/2531367/dwight-powell,C,32,"6' 10""",240 lbs,Stanford,$4_000_000,2531367,https://a.espncdn.com/i/headshots/nba/players/full/2531367.png
Dallas Mavericks,Olivier-Maxence Prosper,18,https://www.espn.com/nba/player/_/id/4595400/olivier-maxence-prosper,F,21,"6' 7""",230 lbs,Marquette,$2_733_360,4595400,https://a.espncdn.com/i/headshots/nba/players/full/4595400.png
Dallas Mavericks,P.J. Washington,25,https://www.espn.com/nba/player/_/id/4278078/pj-washington,PF,25,"6' 7""",230 lbs,Kentucky,$16_847_826,4278078,https://a.espncdn.com/i/headshots/nba/players/full/4278078.png
Denver Nuggets,Christian Braun,0,https://www.espn.com/nba/player/_/id/4431767/christian-braun,G,22,"6' 6""",220 lbs,Kansas,$2_949_120,4431767,https://a.espncdn.com/i/headshots/nba/players/full/4431767.png
Denver Nuggets,Kentavious Caldwell-Pope,5,https://www.espn.com/nba/player/_/id/2581018/kentavious-caldwell-pope,SG,31,"6' 5""",204 lbs,Georgia,$14_704_938,2581018,https://a.espncdn.com/i/headshots/nba/players/full/2581018.png
Denver Nuggets,Vlatko Cancar,31,https://www.espn.com/nba/player/_/id/4230557/vlatko-cancar,SF,26,"6' 8""",236 lbs,--,$2_234_359,4230557,https://a.espncdn.com/i/headshots/nba/players/full/4230557.png
Denver Nuggets,Collin Gillespie,21,https://www.espn.com/nba/player/_/id/4278585/collin-gillespie,G,24,"6' 1""",195 lbs,Villanova,--,4278585,https://a.espncdn.com/i/headshots/nba/players/full/4278585.png
Denver Nuggets,Aaron Gordon,50,https://www.espn.com/nba/player/_/id/3064290/aaron-gordon,PF,28,"6' 8""",235 lbs,Arizona,$22_266_182,3064290,https://a.espncdn.com/i/headshots/nba/players/full/3064290.png
