Team_Name,Player_Name,Player_No,espn_url,Position,Age,Height,Weight,College,Salary,espn_id,espn_headshot
Toronto Raptors,Chris Boucher,25,https://www.espn.com/nba/player/_/id/3948153/chris-boucher,PF,31,"6' 9""",200 lbs,Oregon,$11_750_000,3948153,https://a.espncdn.com/i/headshots/nba/players/full/3948153.png
Toronto Raptors,Bruce Brown,11,https://www.espn.com/nba/player/_/id/4065670/bruce-brown,SF,27,"6' 4""",202 lbs,Miami,$22_000_000,4065670,https://a.espncdn.com/i/headshots/nba/players/full/4065670.png
Toronto Raptors,D.J. Carton,3,https://www.espn.com/nba/player/_/id/4432820/dj-carton,G,23,"6' 3""",200 lbs,Marquette,--,4432820,https://a.espncdn.com/i/headshots/nba/players/full/4432820.png
Toronto Raptors,Gradey Dick,1,https://www.espn.com/nba/player/_/id/5106258/gradey-dick,G,20,"6' 6""",200 lbs,Kansas,$4_536_720,5106258,https://a.espncdn.com/i/headshots/nba/players/full/5106258.png
Toronto Raptors,Javon Freeman-Liberty,0,https://www.espn.com/nba/player/_/id/4397511/javon-freeman-liberty,G,24,"6' 3""",190 lbs,DePaul,$289_542,4397511,https://a.espncdn.com/i/headshots/nba/players/full/4397511.png
Toronto Raptors,Mouhamadou Gueye,15,https://www.espn.com/nba/player/_/id/4592933/mouhamadou-gueye,F,25,"6' 9""",210 lbs,Pittsburgh,--,4592933,https://a.espncdn.com/i/headshots/nba/players/full/4592933.png
Toronto Raptors,Christian Koloko,35,https://www.espn.com/nba/player/_/id/4431778/christian-koloko,C,23,"7' 0""",230 lbs,Arizona,--,4431778,https://a.espncdn.com/i/headshots/nba/players/full/4431778.png
Toronto Raptors,Jalen McDaniels,2,https://www.espn.com/nba/player/_/id/4066731/jalen-mcdaniels,PF,26,"6' 9""",190 lbs,San Diego State,$4_516_000,4066731,https://a.espncdn.com/i/headshots/nba/players/full/4066731.png
Toronto Raptors,Markquis Nowell,24,https://www.espn.com/nba/player/_/id/4397554/markquis-nowell,G,24,"5' 7""",160 lbs,Kansas State,--,4397554,https://a.espncdn.com/i/headshots/nba/players/full/4397554.png
Toronto Raptors,Jordan Nwora,13,https://www.espn.com/nba/player/_/id/4277883/jordan-nwora,SF,25,"6' 8""",225 lbs,Louisville,$3_000_000,4277883,https://a.espncdn.com/i/headshots/nba/players/full/4277883.png
Toronto Raptors,Kelly Olynyk,41,https://www.espn.com/nba/player/_/id/2489663/kelly-olynyk,PF,32,"6' 11""",240 lbs,Gonzaga,$12_195_122,2489663,https://a.espncdn.com/i/headshots/nba/players/full/2489663.png
Toronto Raptors,Jakob Poeltl,19,https://www.espn.com/nba/player/_/id/3134908/jakob-poeltl,C,28,"7' 0""",260 lbs,Utah,$19_500_000,3134908,https://a.espncdn.com/i/headshots/nba/players/full/3134908.png
Toronto Raptors,Jontay Porter,34,https://www.espn.com/nba/player/_/id/4278103/jontay-porter,C,24,"6' 10""",240 lbs,Missouri,--,4278103,https://a.espncdn.com/i/headshots/nba/players/full/4278103.png
Toronto Raptors,Immanuel Quickley,5,https://www.espn.com/nba/player/_/id/4395724/immanuel-quickley,SG,24,"6' 2""",190 lbs,Kentucky,$4_171_548,4395724,https://a.espncdn.com/i/headshots/nba/players/full/4395724.png
Toronto Raptors,Jahmi'us Ramsey,20,https://www.espn.com/nba/player/_/id/4431688/jahmius-ramsey,SG,22,"6' 3""",190 lbs,Texas Tech,--,4431688,https://a.espncdn.com/i/headshots/nba/players/full/4431688.png
Toronto Raptors,Garrett Temple,14,https://www.espn.com/nba/player/_/id/4023/garrett-temple,SF,37,"6' 5""",195 lbs,LSU,$5_401_000,4023,https://a.espncdn.com/i/headshots/nba/players/full/4023.png
Utah Jazz,Darius Bazley,26,https://www.espn.com/nba/player/_/id/4423545/darius-bazley,F,23,"6' 9""",216 lbs,--,$2_019_706,4423545.0,https://a.espncdn.com/i/headshots/nba/players/full/4423545.png
Utah Jazz,Jordan Clarkson,0,https://www.espn.com/nba/player/_/id/2528426/jordan-clarkson,PG,31,"6' 3""",194 lbs,Missouri,$23_487_629,2528426.0,https://a.espncdn.com/i/headshots/nba/players/full/2528426.png
Utah Jazz,John Collins,20,https://www.espn.com/nba/player/_/id/3908845/john-collins,PF,26,"6' 9""",226 lbs,Wake Forest,$25_340_000,3908845.0,https://a.espncdn.com/i/headshots/nba/players/full/3908845.png
Utah Jazz,Kris Dunn,11,https://www.espn.com/nba/player/_/id/2991139/kris-dunn,G,29,"6' 3""",205 lbs,Providence,$2_586_665,2991139.0,https://a.espncdn.com/i/headshots/nba/players/full/2991139.png
Utah Jazz,Keyonte George,3,https://www.espn.com/nba/player/_/id/4433627/keyonte-george,G,20,"6' 4""",185 lbs,Baylor,$3_889_800,4433627.0,https://a.espncdn.com/i/headshots/nba/players/full/4433627.png
Utah Jazz,Taylor Hendricks,0,https://www.espn.com/nba/player/_/id/4684806/taylor-hendricks,F,20,"6' 9""",215 lbs,UCF,$5_569_920,4684806.0,https://a.espncdn.com/i/headshots/nba/players/full/4684806.png
Utah Jazz,Talen Horton-Tucker,5,https://www.espn.com/nba/player/_/id/4396991/talen-horton-tucker,SG,23,"6' 4""",234 lbs,Iowa State,$11_020_000,4396991.0,https://a.espncdn.com/i/headshots/nba/players/full/4396991.png
Utah Jazz,Johnny Juzang,33,https://www.espn.com/nba/player/_/id/4432817/johnny-juzang,G,22,"6' 5""",209 lbs,UCLA,--,4432817.0,https://a.espncdn.com/i/headshots/nba/players/full/4432817.png
Utah Jazz,Walker Kessler,24,https://www.espn.com/nba/player/_/id/4433136/walker-kessler,C,22,"7' 0""",245 lbs,Auburn,$2_831_160,4433136.0,https://a.espncdn.com/i/headshots/nba/players/full/4433136.png
Utah Jazz,Taevion Kinsey,22,https://www.espn.com/nba/player/_/id/4397537/taevion-kinsey,G,24,"6' 5""",190 lbs,Marshall,--,,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146
Utah Jazz,Kira Lewis Jr.,13,https://www.espn.com/nba/player/_/id/4395698/kira-lewis-jr,PG,22,"6' 1""",170 lbs,Alabama,$5_722_116,4395698.0,https://a.espncdn.com/i/headshots/nba/players/full/4395698.png
Utah Jazz,Kenneth Lofton Jr.,35,https://www.espn.com/nba/player/_/id/4585610/kenneth-lofton-jr,F,21,"6' 6""",275 lbs,Louisiana Tech,$1_719_864,4585610.0,https://a.espncdn.com/i/headshots/nba/players/full/4585610.png
Utah Jazz,Lauri Markkanen,23,https://www.espn.com/nba/player/_/id/4066336/lauri-markkanen,PF,26,"7' 0""",240 lbs,Arizona,$17_259_999,4066336.0,https://a.espncdn.com/i/headshots/nba/players/full/4066336.png
Utah Jazz,Micah Potter,25,https://www.espn.com/nba/player/_/id/4066399/micah-potter,C,25,"6' 9""",248 lbs,Wisconsin,--,4066399.0,https://a.espncdn.com/i/headshots/nba/players/full/4066399.png
Utah Jazz,Jason Preston,10,https://www.espn.com/nba/player/_/id/4397916/jason-preston,G,24,"6' 3""",181 lbs,Ohio,--,4397916.0,https://a.espncdn.com/i/headshots/nba/players/full/4397916.png
Utah Jazz,Luka Samanic,19,https://www.espn.com/nba/player/_/id/4423309/luka-samanic,F,24,"6' 10""",227 lbs,--,$2_066_585,4423309.0,https://a.espncdn.com/i/headshots/nba/players/full/4423309.png
Utah Jazz,Brice Sensabaugh,8,https://www.espn.com/nba/player/_/id/5105839/brice-sensabaugh,F,20,"6' 5""",235 lbs,Ohio State,$2_448_600,5105839.0,https://a.espncdn.com/i/headshots/nba/players/full/5105839.png
Utah Jazz,Collin Sexton,2,https://www.espn.com/nba/player/_/id/4277811/collin-sexton,PG,25,"6' 3""",190 lbs,Alabama,$17_325_000,4277811.0,https://a.espncdn.com/i/headshots/nba/players/full/4277811.png
Washington Wizards,Deni Avdija,8,https://www.espn.com/nba/player/_/id/4683021/deni-avdija,SF,23,"6' 9""",210 lbs,--,$6_263_188,4683021,https://a.espncdn.com/i/headshots/nba/players/full/4683021.png
Washington Wizards,Marvin Bagley III,35,https://www.espn.com/nba/player/_/id/4277848/marvin-bagley-iii,PF,25,"6' 10""",235 lbs,Duke,$12_500_000,4277848,https://a.espncdn.com/i/headshots/nba/players/full/4277848.png
Washington Wizards,Patrick Baldwin Jr.,7,https://www.espn.com/nba/player/_/id/4433246/patrick-baldwin-jr,F,21,"6' 9""",220 lbs,Milwaukee,$2_337_720,4433246,https://a.espncdn.com/i/headshots/nba/players/full/4433246.png
Washington Wizards,Jules Bernard,14,https://www.espn.com/nba/player/_/id/4397127/jules-bernard,G,24,"6' 6""",210 lbs,UCLA,--,4397127,https://a.espncdn.com/i/headshots/nba/players/full/4397127.png
Washington Wizards,Jared Butler,4,https://www.espn.com/nba/player/_/id/4395695/jared-butler,SG,23,"6' 3""",193 lbs,Baylor,--,4395695,https://a.espncdn.com/i/headshots/nba/players/full/4395695.png
Washington Wizards,Justin Champagnie,99,https://www.espn.com/nba/player/_/id/4432907/justin-champagnie,SF,22,"6' 6""",206 lbs,Pittsburgh,--,4432907,https://a.espncdn.com/i/headshots/nba/players/full/4432907.png
Washington Wizards,Bilal Coulibaly,0,https://www.espn.com/nba/player/_/id/5104155/bilal-coulibaly,SG,19,"6' 8""",195 lbs,--,$6_614_280,5104155,https://a.espncdn.com/i/headshots/nba/players/full/5104155.png
Washington Wizards,Johnny Davis,1,https://www.espn.com/nba/player/_/id/4432356/johnny-davis,G,22,"6' 4""",195 lbs,Wisconsin,$5_050_800,4432356,https://a.espncdn.com/i/headshots/nba/players/full/4432356.png
Washington Wizards,Anthony Gill,16,https://www.espn.com/nba/player/_/id/2581184/anthony-gill,PF,31,"6' 8""",230 lbs,Virginia,$1_997_239,2581184,https://a.espncdn.com/i/headshots/nba/players/full/2581184.png
Washington Wizards,R.J. Hampton,4,https://www.espn.com/nba/player/_/id/4590530/rj-hampton,G,23,"6' 4""",175 lbs,--,$1_997_238,4590530,https://a.espncdn.com/i/headshots/nba/players/full/4590530.png
Washington Wizards,Richaun Holmes,22,https://www.espn.com/nba/player/_/id/2993370/richaun-holmes,F,30,"6' 9""",235 lbs,Bowling Green,$12_046_020,2993370,https://a.espncdn.com/i/headshots/nba/players/full/2993370.png
Washington Wizards,Tyus Jones,5,https://www.espn.com/nba/player/_/id/3135046/tyus-jones,PG,27,"6' 1""",196 lbs,Duke,$14_000_000,3135046,https://a.espncdn.com/i/headshots/nba/players/full/3135046.png
Washington Wizards,Corey Kispert,24,https://www.espn.com/nba/player/_/id/4280151/corey-kispert,SF,25,"6' 6""",224 lbs,Gonzaga,$3_722_040,4280151,https://a.espncdn.com/i/headshots/nba/players/full/4280151.png
Washington Wizards,Kyle Kuzma,33,https://www.espn.com/nba/player/_/id/3134907/kyle-kuzma,SF,28,"6' 9""",221 lbs,Utah,$25_568_182,3134907,https://a.espncdn.com/i/headshots/nba/players/full/3134907.png
Washington Wizards,Isaiah Livers,12,https://www.espn.com/nba/player/_/id/4277957/isaiah-livers,PF,25,"6' 6""",232 lbs,Michigan,$1_836_096,4277957,https://a.espncdn.com/i/headshots/nba/players/full/4277957.png
Washington Wizards,Eugene Omoruyi,97,https://www.espn.com/nba/player/_/id/4066410/eugene-omoruyi,F,27,"6' 6""",235 lbs,Oregon,$900_000,4066410,https://a.espncdn.com/i/headshots/nba/players/full/4066410.png
Washington Wizards,Jordan Poole,13,https://www.espn.com/nba/player/_/id/4277956/jordan-poole,SG,24,"6' 4""",194 lbs,Michigan,$27_955_357,4277956,https://a.espncdn.com/i/headshots/nba/players/full/4277956.png
